,REF_DATE,GEO,DGUID,Month of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
5305,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216357,2.1.2,100.0,,,,1
5306,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Number of deaths,Number,223,units,0,v21216358,2.2.1,396.0,,,,0
5307,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216359,2.2.2,8.8,,,,1
5308,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Number of deaths,Number,223,units,0,v21216360,2.3.1,353.0,,,,0
5309,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216361,2.3.2,7.9,,,,1
5310,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Number of deaths,Number,223,units,0,v21216362,2.4.1,425.0,,,,0
5311,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216363,2.4.2,9.5,,,,1
5312,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Number of deaths,Number,223,units,0,v21216364,2.5.1,362.0,,,,0
5313,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216365,2.5.2,8.1,,,,1
5314,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Number of deaths,Number,223,units,0,v21216366,2.6.1,390.0,,,,0
5315,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216367,2.6.2,8.7,,,,1
5316,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Number of deaths,Number,223,units,0,v21216368,2.7.1,378.0,,,,0
5317,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216369,2.7.2,8.4,,,,1
5318,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, July",Number of deaths,Number,223,units,0,v21216370,2.8.1,368.0,,,,0
5319,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216371,2.8.2,8.2,,,,1
5320,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, August",Number of deaths,Number,223,units,0,v21216372,2.9.1,385.0,,,,0
5321,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216373,2.9.2,8.6,,,,1
5322,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, September",Number of deaths,Number,223,units,0,v21216374,2.10.1,340.0,,,,0
5323,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216375,2.10.2,7.6,,,,1
5324,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, October",Number of deaths,Number,223,units,0,v21216376,2.11.1,330.0,,,,0
5325,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216377,2.11.2,7.4,,,,1
5326,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, November",Number of deaths,Number,223,units,0,v21216378,2.12.1,352.0,,,,0
5327,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216379,2.12.2,7.8,,,,1
5328,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, December",Number of deaths,Number,223,units,0,v21216380,2.13.1,407.0,,,,0
5329,2005-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216381,2.13.2,9.1,,,,1
5330,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Total, month of death",Number of deaths,Number,223,units,0,v21216382,3.1.1,1118.0,,,,0
5331,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216383,3.1.2,100.0,,,,1
5332,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, January",Number of deaths,Number,223,units,0,v21216384,3.2.1,103.0,,,,0
5333,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216385,3.2.2,9.2,,,,1
5334,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, February",Number of deaths,Number,223,units,0,v21216386,3.3.1,105.0,,,,0
5335,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216387,3.3.2,9.4,,,,1
5336,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, March",Number of deaths,Number,223,units,0,v21216388,3.4.1,102.0,,,,0
5337,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216389,3.4.2,9.1,,,,1
5338,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, April",Number of deaths,Number,223,units,0,v21216390,3.5.1,86.0,,,,0
5339,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216391,3.5.2,7.7,,,,1
5340,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, May",Number of deaths,Number,223,units,0,v21216392,3.6.1,74.0,,,,0
5341,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216393,3.6.2,6.6,,,,1
5342,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, June",Number of deaths,Number,223,units,0,v21216394,3.7.1,89.0,,,,0
5343,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216395,3.7.2,8.0,,,,1
5344,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, July",Number of deaths,Number,223,units,0,v21216396,3.8.1,90.0,,,,0
5345,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216397,3.8.2,8.1,,,,1
5346,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, August",Number of deaths,Number,223,units,0,v21216398,3.9.1,79.0,,,,0
5347,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216399,3.9.2,7.1,,,,1
5348,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, September",Number of deaths,Number,223,units,0,v21216400,3.10.1,98.0,,,,0
5349,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216401,3.10.2,8.8,,,,1
5350,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, October",Number of deaths,Number,223,units,0,v21216402,3.11.1,102.0,,,,0
5351,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216403,3.11.2,9.1,,,,1
5352,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, November",Number of deaths,Number,223,units,0,v21216404,3.12.1,90.0,,,,0
5353,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216405,3.12.2,8.1,,,,1
5354,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, December",Number of deaths,Number,223,units,0,v21216406,3.13.1,100.0,,,,0
5355,2005-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216407,3.13.2,8.9,,,,1
5356,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Total, month of death",Number of deaths,Number,223,units,0,v21216408,4.1.1,8273.0,,,,0
5357,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216409,4.1.2,100.0,,,,1
5358,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, January",Number of deaths,Number,223,units,0,v21216410,4.2.1,817.0,,,,0
5359,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216411,4.2.2,9.9,,,,1
5360,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, February",Number of deaths,Number,223,units,0,v21216412,4.3.1,763.0,,,,0
5361,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216413,4.3.2,9.2,,,,1
5362,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, March",Number of deaths,Number,223,units,0,v21216414,4.4.1,803.0,,,,0
5363,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216415,4.4.2,9.7,,,,1
5364,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, April",Number of deaths,Number,223,units,0,v21216416,4.5.1,682.0,,,,0
5365,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216417,4.5.2,8.2,,,,1
5366,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, May",Number of deaths,Number,223,units,0,v21216418,4.6.1,694.0,,,,0
5367,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216419,4.6.2,8.4,,,,1
5368,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, June",Number of deaths,Number,223,units,0,v21216420,4.7.1,617.0,,,,0
5369,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216421,4.7.2,7.5,,,,1
5370,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, July",Number of deaths,Number,223,units,0,v21216422,4.8.1,595.0,,,,0
5371,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216423,4.8.2,7.2,,,,1
5372,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, August",Number of deaths,Number,223,units,0,v21216424,4.9.1,623.0,,,,0
5373,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216425,4.9.2,7.5,,,,1
5374,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, September",Number of deaths,Number,223,units,0,v21216426,4.10.1,650.0,,,,0
5375,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216427,4.10.2,7.9,,,,1
5376,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, October",Number of deaths,Number,223,units,0,v21216428,4.11.1,638.0,,,,0
5377,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216429,4.11.2,7.7,,,,1
5378,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, November",Number of deaths,Number,223,units,0,v21216430,4.12.1,678.0,,,,0
5379,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216431,4.12.2,8.2,,,,1
5380,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, December",Number of deaths,Number,223,units,0,v21216432,4.13.1,713.0,,,,0
5381,2005-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216433,4.13.2,8.6,,,,1
5382,2005-01-01,"New Brunswick, place of residence",2016A000213,"Total, month of death",Number of deaths,Number,223,units,0,v21216434,5.1.1,6175.0,,,,0
5383,2005-01-01,"New Brunswick, place of residence",2016A000213,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216435,5.1.2,100.0,,,,1
5384,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, January",Number of deaths,Number,223,units,0,v21216436,5.2.1,633.0,,,,0
5385,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216437,5.2.2,10.3,,,,1
5386,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, February",Number of deaths,Number,223,units,0,v21216438,5.3.1,540.0,,,,0
5387,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216439,5.3.2,8.7,,,,1
5388,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, March",Number of deaths,Number,223,units,0,v21216440,5.4.1,559.0,,,,0
5389,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216441,5.4.2,9.1,,,,1
5390,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, April",Number of deaths,Number,223,units,0,v21216442,5.5.1,523.0,,,,0
5391,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216443,5.5.2,8.5,,,,1
5392,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, May",Number of deaths,Number,223,units,0,v21216444,5.6.1,507.0,,,,0
5393,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216445,5.6.2,8.2,,,,1
5394,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, June",Number of deaths,Number,223,units,0,v21216446,5.7.1,460.0,,,,0
5395,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216447,5.7.2,7.4,,,,1
5396,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, July",Number of deaths,Number,223,units,0,v21216448,5.8.1,492.0,,,,0
5397,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216449,5.8.2,8.0,,,,1
5398,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, August",Number of deaths,Number,223,units,0,v21216450,5.9.1,493.0,,,,0
5399,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216451,5.9.2,8.0,,,,1
5400,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, September",Number of deaths,Number,223,units,0,v21216452,5.10.1,446.0,,,,0
5401,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216453,5.10.2,7.2,,,,1
5402,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, October",Number of deaths,Number,223,units,0,v21216454,5.11.1,495.0,,,,0
5403,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216455,5.11.2,8.0,,,,1
5404,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, November",Number of deaths,Number,223,units,0,v21216456,5.12.1,531.0,,,,0
5405,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216457,5.12.2,8.6,,,,1
5406,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, December",Number of deaths,Number,223,units,0,v21216458,5.13.1,496.0,,,,0
5407,2005-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216459,5.13.2,8.0,,,,1
5408,2005-01-01,"Quebec, place of residence",2016A000224,"Total, month of death",Number of deaths,Number,223,units,0,v21216460,6.1.1,55787.0,,,,0
5409,2005-01-01,"Quebec, place of residence",2016A000224,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216461,6.1.2,100.0,,,,1
5410,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, January",Number of deaths,Number,223,units,0,v21216462,6.2.1,6093.0,,,,0
5411,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216463,6.2.2,10.9,,,,1
5412,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, February",Number of deaths,Number,223,units,0,v21216464,6.3.1,5001.0,,,,0
5413,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216465,6.3.2,9.0,,,,1
5414,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, March",Number of deaths,Number,223,units,0,v21216466,6.4.1,4996.0,,,,0
5415,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216467,6.4.2,9.0,,,,1
5416,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, April",Number of deaths,Number,223,units,0,v21216468,6.5.1,4613.0,,,,0
5417,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216469,6.5.2,8.3,,,,1
5418,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, May",Number of deaths,Number,223,units,0,v21216470,6.6.1,4535.0,,,,0
5419,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216471,6.6.2,8.1,,,,1
5420,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, June",Number of deaths,Number,223,units,0,v21216472,6.7.1,4424.0,,,,0
5421,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216473,6.7.2,7.9,,,,1
5422,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, July",Number of deaths,Number,223,units,0,v21216474,6.8.1,4321.0,,,,0
5423,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216475,6.8.2,7.7,,,,1
5424,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, August",Number of deaths,Number,223,units,0,v21216476,6.9.1,4301.0,,,,0
5425,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216477,6.9.2,7.7,,,,1
5426,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, September",Number of deaths,Number,223,units,0,v21216478,6.10.1,3972.0,,,,0
5427,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216479,6.10.2,7.1,,,,1
5428,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, October",Number of deaths,Number,223,units,0,v21216480,6.11.1,4461.0,,,,0
5429,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216481,6.11.2,8.0,,,,1
5430,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, November",Number of deaths,Number,223,units,0,v21216482,6.12.1,4341.0,,,,0
5431,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216483,6.12.2,7.8,,,,1
5432,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, December",Number of deaths,Number,223,units,0,v21216484,6.13.1,4729.0,,,,0
5433,2005-01-01,"Quebec, place of residence",2016A000224,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216485,6.13.2,8.5,,,,1
5434,2005-01-01,"Ontario, place of residence",2016A000235,"Total, month of death",Number of deaths,Number,223,units,0,v21216486,7.1.1,85591.0,,,,0
5435,2005-01-01,"Ontario, place of residence",2016A000235,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216487,7.1.2,100.0,,,,1
5436,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, January",Number of deaths,Number,223,units,0,v21216488,7.2.1,7914.0,,,,0
5437,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216489,7.2.2,9.2,,,,1
5438,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, February",Number of deaths,Number,223,units,0,v21216490,7.3.1,7300.0,,,,0
5439,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216491,7.3.2,8.5,,,,1
5440,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, March",Number of deaths,Number,223,units,0,v21216492,7.4.1,8042.0,,,,0
5441,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216493,7.4.2,9.4,,,,1
5442,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, April",Number of deaths,Number,223,units,0,v21216494,7.5.1,7217.0,,,,0
5443,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216495,7.5.2,8.4,,,,1
5444,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, May",Number of deaths,Number,223,units,0,v21216496,7.6.1,7155.0,,,,0
5445,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216497,7.6.2,8.4,,,,1
5446,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, June",Number of deaths,Number,223,units,0,v21216498,7.7.1,6643.0,,,,0
5447,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216499,7.7.2,7.8,,,,1
5448,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, July",Number of deaths,Number,223,units,0,v21216500,7.8.1,6702.0,,,,0
5449,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216501,7.8.2,7.8,,,,1
5450,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, August",Number of deaths,Number,223,units,0,v21216502,7.9.1,6730.0,,,,0
5451,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216503,7.9.2,7.9,,,,1
5452,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, September",Number of deaths,Number,223,units,0,v21216504,7.10.1,6464.0,,,,0
5453,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216505,7.10.2,7.6,,,,1
5454,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, October",Number of deaths,Number,223,units,0,v21216506,7.11.1,7048.0,,,,0
5455,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216507,7.11.2,8.2,,,,1
5456,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, November",Number of deaths,Number,223,units,0,v21216508,7.12.1,7005.0,,,,0
5457,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216509,7.12.2,8.2,,,,1
5458,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, December",Number of deaths,Number,223,units,0,v21216510,7.13.1,7371.0,,,,0
5459,2005-01-01,"Ontario, place of residence",2016A000235,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216511,7.13.2,8.6,,,,1
5460,2005-01-01,"Manitoba, place of residence",2016A000246,"Total, month of death",Number of deaths,Number,223,units,0,v21216512,8.1.1,9856.0,,,,0
5461,2005-01-01,"Manitoba, place of residence",2016A000246,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216513,8.1.2,100.0,,,,1
5462,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, January",Number of deaths,Number,223,units,0,v21216514,8.2.1,947.0,,,,0
5463,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216515,8.2.2,9.6,,,,1
5464,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Number of deaths,Number,223,units,0,v21216516,8.3.1,822.0,,,,0
5465,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216517,8.3.2,8.3,,,,1
5466,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Number of deaths,Number,223,units,0,v21216518,8.4.1,837.0,,,,0
5467,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216519,8.4.2,8.5,,,,1
5468,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Number of deaths,Number,223,units,0,v21216520,8.5.1,859.0,,,,0
5469,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216521,8.5.2,8.7,,,,1
5470,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Number of deaths,Number,223,units,0,v21216522,8.6.1,833.0,,,,0
5471,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216523,8.6.2,8.5,,,,1
5472,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Number of deaths,Number,223,units,0,v21216524,8.7.1,728.0,,,,0
5473,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216525,8.7.2,7.4,,,,1
5474,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Number of deaths,Number,223,units,0,v21216526,8.8.1,837.0,,,,0
5475,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216527,8.8.2,8.5,,,,1
5476,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Number of deaths,Number,223,units,0,v21216528,8.9.1,761.0,,,,0
5477,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216529,8.9.2,7.7,,,,1
5478,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Number of deaths,Number,223,units,0,v21216530,8.10.1,717.0,,,,0
5479,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216531,8.10.2,7.3,,,,1
5480,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Number of deaths,Number,223,units,0,v21216532,8.11.1,793.0,,,,0
5481,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216533,8.11.2,8.0,,,,1
5482,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Number of deaths,Number,223,units,0,v21216534,8.12.1,843.0,,,,0
5483,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216535,8.12.2,8.6,,,,1
5484,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Number of deaths,Number,223,units,0,v21216536,8.13.1,879.0,,,,0
5485,2005-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216537,8.13.2,8.9,,,,1
5486,2005-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Number of deaths,Number,223,units,0,v21216538,9.1.1,8850.0,,,,0
5487,2005-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216539,9.1.2,100.0,,,,1
